"date","tot_n","keywords","keywords_n","pr","prlow","prhigh","state","period"
2018-04-07,193343,"Lifeline",7,0.00362050862974093,0.00145564423715575,0.00745948832429886,"Oregon","Baseline"
2018-04-08,188683,"Breaking the silence",0,0,0,0.00195504809352868,"Oregon","Baseline"
2018-04-08,188683,"Lifeline",3,0.00158996835962964,0.000327890900359832,0.00464649124757901,"Oregon","Baseline"
2018-04-09,209790,"Breaking the silence",0,0,0,0.00175835217230225,"Oregon","Baseline"
2018-04-09,209790,"Lifeline",5,0.00238333571666905,0.000773867003043287,0.00556182212544035,"Oregon","Baseline"
2018-04-10,227003,"Breaking the silence",0,0,0,0.00162502234837205,"Oregon","Baseline"
2018-04-10,227003,"Lifeline",4,0.00176209124989538,0.000480112579586459,0.00451159142245469,"Oregon","Baseline"
2018-04-11,229574,"Breaking the silence",0,0,0,0.00160682386382468,"Oregon","Baseline"
2018-04-11,229574,"Lifeline",7,0.0030491257720822,0.00122591520739844,0.00628226288814869,"Oregon","Baseline"
2018-04-12,231078,"Breaking the silence",0,0,0,0.00159636573366215,"Oregon","Baseline"
2018-04-12,231078,"Lifeline",29,0.012549874934005,0.00840500421849272,0.0180232205274297,"Oregon","Baseline"
2018-04-13,229170,"Breaking the silence",0,0,0,0.00160965648422159,"Oregon","Baseline"
2018-04-13,229170,"Lifeline",5,0.00218178644674259,0.000708423793709843,0.00509148768120296,"Oregon","Baseline"
2018-04-14,206412,"Breaking the silence",0,0,0,0.00178712792449971,"Oregon","Baseline"
2018-04-14,206412,"Lifeline",8,0.00387574365831444,0.00167328539315373,0.00763661647249979,"Oregon","Baseline"
2018-04-15,198674,"Breaking the silence",0,0,0,0.00185673274192478,"Oregon","Baseline"
2018-04-15,198674,"Lifeline",4,0.0020133485005587,0.000548572341061099,0.00515489082632708,"Oregon","Baseline"
2018-04-16,214958,"Breaking the silence",0,0,0,0.00171607839763661,"Oregon","Baseline"
2018-04-16,214958,"Lifeline",8,0.0037216572539752,0.0016067607003048,0.00733301602085265,"Oregon","Baseline"
2018-04-17,224484,"Breaking the silence",0,0,0,0.00164325704511019,"Oregon","Baseline"
2018-04-17,224484,"Lifeline",3,0.00133639813973379,0.000275598272642067,0.00390547230506454,"Oregon","Baseline"
2018-04-18,240467,"Breaking the silence",0,0,0,0.00153403633748746,"Oregon","Baseline"
2018-04-18,240467,"Lifeline",4,0.00166342990930148,0.000453230465009682,0.00425898595655222,"Oregon","Baseline"
2018-04-19,222532,"Breaking the silence",0,0,0,0.00165767120202185,"Oregon","Baseline"
2018-04-19,222532,"Lifeline",22,0.00988621861125591,0.00619574097991161,0.0149674734777635,"Oregon","Baseline"
2018-04-20,228103,"Breaking the silence",0,0,0,0.0016171859318,"Oregon","Baseline"
2018-04-20,228103,"Lifeline",10,0.00438398442808731,0.0021023103130999,0.00806215517321998,"Oregon","Baseline"
2018-04-21,194358,"Breaking the silence",0,0,0,0.00189796378188971,"Oregon","Baseline"
2018-04-21,194358,"Lifeline",22,0.0113193179596415,0.00709388793321182,0.0171370848632378,"Oregon","Baseline"
2018-04-22,188915,"Breaking the silence",0,0,0,0.00195264718979235,"Oregon","Baseline"
2018-04-22,188915,"Lifeline",43,0.0227615594314904,0.0164731278357749,0.0306584603788698,"Oregon","Baseline"
2018-04-23,208123,"Breaking the silence",0,0,0,0.00177243589728455,"Oregon","Baseline"
2018-04-23,208123,"Lifeline",49,0.02354376978998,0.0174183021991315,0.0311249321666112,"Oregon","Baseline"
2018-04-24,215671,"Breaking the silence",0,0,0,0.00171040515722178,"Oregon","Baseline"
2018-04-24,215671,"Lifeline",42,0.0194741063935346,0.0140355721350152,0.0263224330195006,"Oregon","Baseline"
2018-04-25,221604,"Breaking the silence",0,0,0,0.00166461289112439,"Oregon","Baseline"
2018-04-25,221604,"Lifeline",84,0.037905452970163,0.0302359653112759,0.0469274124402608,"Oregon","Baseline"
2018-04-26,235325,"Breaking the silence",0,0,0,0.00156755573841182,"Oregon","Baseline"
2018-04-26,235325,"Lifeline",40,0.0169977690428131,0.0121437243643148,0.0231454254601061,"Oregon","Baseline"
2018-04-27,226951,"Breaking the silence",0,0,0,0.00162539467753285,"Oregon","Baseline"
2018-04-27,226951,"Lifeline",22,0.00969372243347683,0.00607510077793141,0.0146760466172135,"Oregon","Baseline"
2018-04-28,199671,"Breaking the silence",0,0,0,0.00184746176394684,"Oregon","Baseline"
2018-04-28,199671,"Lifeline",9,0.00450741469717686,0.00206109707002217,0.0085563039025858,"Oregon","Baseline"
2018-04-29,203643,"Breaking the silence",0,0,0,0.00181142786313202,"Oregon","Baseline"
2018-04-29,203643,"Lifeline",17,0.00834794223223975,0.00486305678039941,0.0133655288464513,"Oregon","Baseline"
2018-04-30,215628,"Breaking the silence",0,0,0,0.00171074623905091,"Oregon","Baseline"
2018-04-30,215628,"Lifeline",22,0.0102027565993285,0.00639412018475268,0.0154466910522727,"Oregon","Baseline"
2018-05-01,218371,"Breaking the silence",0,0,0,0.0016892574090385,"Oregon","Baseline"
2018-05-01,218371,"Lifeline",31,0.0141960241973522,0.00964570708140062,0.0201495232989092,"Oregon","Baseline"
2018-05-02,218921,"Breaking the silence",0,0,0,0.0016850134865858,"Oregon","Baseline"
2018-05-02,218921,"Lifeline",7,0.00319750046820543,0.00128557037855773,0.00658796134543963,"Oregon","Baseline"
2018-05-03,221767,"Breaking the silence",0,0,0,0.00166338940140505,"Oregon","Baseline"
2018-05-03,221767,"Lifeline",16,0.00721477947575609,0.00412392428782536,0.0117160861512441,"Oregon","Baseline"
2018-05-04,211639,"Breaking the silence",0,0,0,0.00174299033052247,"Oregon","Baseline"
2018-05-04,211639,"Lifeline",7,0.00330751893554591,0.00132980416322826,0.00681463361868803,"Oregon","Baseline"
2018-05-05,184376,"Breaking the silence",0,0,0,0.00200071731243001,"Oregon","Baseline"
2018-05-05,184376,"Lifeline",4,0.00216947975875385,0.00059111327893938,0.00555463581205035,"Oregon","Baseline"
2018-05-06,181530,"Breaking the silence",0,0,0,0.00203208393842535,"Oregon","Baseline"
2018-05-06,181530,"Lifeline",9,0.00495785820525533,0.00226707273257771,0.00941134963901733,"Oregon","Baseline"
2018-05-07,197797,"Breaking the silence",0,0,0,0.00186496511870729,"Oregon","Baseline"
2018-05-07,197797,"Lifeline",5,0.00252784420390602,0.000820789063152591,0.00589904568477829,"Oregon","Baseline"
2018-05-08,225068,"Breaking the silence",0,0,0,0.00163899320373824,"Oregon","Baseline"
2018-05-08,225068,"Lifeline",2,0.000888620328078625,0.000107616225450741,0.00320996490479177,"Oregon","Baseline"
2018-05-09,224071,"Breaking the silence",0,0,0,0.00164628581533577,"Oregon","Baseline"
2018-05-09,224071,"Lifeline",8,0.00357029691481718,0.0015414129929691,0.00703478636436672,"Oregon","Baseline"
2018-05-10,219463,"Breaking the silence",0,0,0,0.00168085210341749,"Oregon","Baseline"
2018-05-10,219463,"Lifeline",3,0.00136697302050915,0.000281903587350284,0.00399482275951801,"Oregon","Baseline"
2018-05-11,216970,"Breaking the silence",0,0,0,0.00170016504378743,"Oregon","Baseline"
2018-05-11,216970,"Lifeline",15,0.00691339816564502,0.00386942644949968,0.0114023429745166,"Oregon","Baseline"
2018-05-12,182398,"Breaking the silence",0,0,0,0.00202241370617351,"Oregon","Baseline"
2018-05-12,182398,"Lifeline",13,0.00712727113235891,0.00379502453367034,0.0121875423112708,"Oregon","Baseline"
2018-05-13,174815,"Breaking the silence",0,0,0,0.00211013959541462,"Oregon","Baseline"
